,Date,states,Lst_price,sret,mkt_cret,Ticker
0,2016-01-06,0,21.77,-0.032093149779034304,-0.032093149779034304,TNX
1,2016-01-07,0,21.53,-0.011085563870184329,-0.04317871364921863,TNX
2,2016-01-08,0,21.3,-0.010740238660892298,-0.05391895231011093,TNX
3,2016-01-11,0,21.58,0.013059887114609009,-0.04085906519550192,TNX
4,2016-01-12,0,21.02,-0.026292594381183497,-0.06715165957668542,TNX
5,2016-01-13,0,20.66,-0.017274901757312548,-0.08442656133399798,TNX
6,2016-01-14,0,20.98,0.015370139276658718,-0.06905642205733926,TNX
7,2016-01-15,2,20.33,-0.03147197532789596,-0.10052839738523522,TNX
8,2016-01-19,0,20.35,0.0009832842483488116,-0.09954511313688641,TNX
9,2016-01-20,2,19.84,-0.025380810031877372,-0.12492592316876378,TNX
10,2016-01-21,2,20.19,0.017487330468019556,-0.10743859270074421,TNX
11,2016-01-22,0,20.48,0.014261367846560857,-0.09317722485418335,TNX
12,2016-01-25,0,20.22,-0.01277658657898179,-0.10595381143316514,TNX
13,2016-01-26,0,19.94,-0.013944449058632933,-0.11989826049179807,TNX
14,2016-01-27,0,20.01,0.0035043840619497332,-0.11639387642984833,TNX
15,2016-01-28,0,19.85,-0.008028141462442646,-0.12442201789229097,TNX
16,2016-01-29,2,19.31,-0.02758091069277647,-0.15200292858506745,TNX
17,2016-02-01,2,19.66,0.01796301827859759,-0.13403991030646986,TNX
18,2016-02-02,2,18.64,-0.0532763054615754,-0.18731621576804525,TNX
19,2016-02-03,2,18.81,0.009078834055493774,-0.17823738171255146,TNX
20,2016-02-04,2,18.64,-0.009078834055493817,-0.18731621576804527,TNX
21,2016-02-05,2,18.48,-0.008620743043907088,-0.19593695881195236,TNX
22,2016-02-08,2,17.35,-0.0630965598206698,-0.25903351863262214,TNX
23,2016-02-09,2,17.29,-0.003464206697669238,-0.26249772533029136,TNX
24,2016-02-10,2,17.05,-0.013978095965673292,-0.27647582129596465,TNX
25,2016-02-11,2,16.44,-0.03643281410149193,-0.31290863539745656,TNX
26,2016-02-12,2,17.48,0.06133998059935547,-0.2515686547981011,TNX
27,2016-02-16,2,17.78,0.01701685985836923,-0.23455179493973186,TNX
28,2016-02-17,2,18.19,0.02279776244427245,-0.2117540324954594,TNX
29,2016-02-18,2,17.59,-0.03354143378056417,-0.24529546627602358,TNX
30,2016-02-19,2,17.48,-0.006273188522077399,-0.251568654798101,TNX
31,2016-02-22,2,17.66,0.010244824948424575,-0.2413238298496764,TNX
32,2016-02-23,2,17.45,-0.011962546527377832,-0.25328637637705426,TNX
33,2016-02-24,2,17.42,-0.0017206772240792513,-0.2550070536011335,TNX
34,2016-02-25,2,16.97,-0.0261718921782219,-0.2811789457793554,TNX
35,2016-02-26,2,17.62,0.03758754126189865,-0.24359140451745678,TNX
36,2016-02-29,2,17.4,-0.01256441428755019,-0.256155818805007,TNX
37,2016-03-01,2,18.34,0.05261426060783558,-0.2035415581971714,TNX
38,2016-03-02,2,18.48,0.007604599385219433,-0.19593695881195197,TNX
39,2016-03-03,2,18.3,-0.00978800636616282,-0.20572496517811478,TNX
40,2016-03-04,2,18.83,0.02855028282168558,-0.1771746823564292,TNX
41,2016-03-07,2,19.02,0.01003971444818325,-0.16713496790824595,TNX
42,2016-03-08,2,18.32,-0.03749769787126003,-0.20463266577950598,TNX
43,2016-03-09,2,18.92,0.03222620437774814,-0.17240646140175783,TNX
44,2016-03-10,2,19.29,0.01936726329390533,-0.1530391981078525,TNX
45,2016-03-11,2,19.77,0.02457881026488777,-0.1284603878429647,TNX
46,2016-03-14,2,19.63,-0.007106628894155913,-0.13556701673712063,TNX
47,2016-03-15,2,19.59,-0.0020397763319203225,-0.13760679306904094,TNX
48,2016-03-16,2,19.38,-0.010777625493829266,-0.1483844185628702,TNX
49,2016-03-17,2,19.03,-0.01822492515456196,-0.16660934371743216,TNX
50,2016-03-18,2,18.71,-0.016958541022059837,-0.183567884739492,TNX
51,2016-03-21,2,19.23,0.027413419314690005,-0.156154465424802,TNX
52,2016-03-22,2,19.35,0.0062208598751025326,-0.14993360554969945,TNX
53,2016-03-23,2,18.75,-0.03149866705937105,-0.1814322726090705,TNX
54,2016-03-24,2,19.0,0.013245226750020723,-0.16818704585904978,TNX
55,2016-03-29,2,18.14,-0.04631953447944985,-0.21450658033849962,TNX
56,2016-03-30,2,18.3,0.008781615160384618,-0.205724965178115,TNX
57,2016-03-31,2,17.86,-0.024337484399022342,-0.23006244957713734,TNX
58,2016-04-01,2,17.92,0.003353832098431458,-0.22670861747870588,TNX
59,2016-04-04,2,17.79,-0.0072809058690407645,-0.23398952334774664,TNX
60,2016-04-05,2,17.27,-0.02966560951915647,-0.2636551328669031,TNX
61,2016-04-06,2,17.55,0.01608305775328768,-0.24757207511361545,TNX
62,2016-04-07,2,16.91,-0.03714878700138591,-0.28472086211500136,TNX
63,2016-04-08,2,17.2,0.017004220908918413,-0.26771664120608296,TNX
64,2016-04-11,2,17.24,0.0023228814161397287,-0.26539375978994323,TNX
65,2016-04-12,2,17.81,0.03252783206602326,-0.23286592772391995,TNX
66,2016-04-13,2,17.62,-0.010725476793536665,-0.24359140451745662,TNX
67,2016-04-14,2,17.81,0.010725476793536654,-0.23286592772391995,TNX
68,2016-04-15,2,17.52,-0.016417011793324804,-0.24928293951724476,TNX
69,2016-04-18,2,17.73,0.011915034577871244,-0.23736790493937351,TNX
70,2016-04-19,2,17.83,0.005624311788932486,-0.23174359315044102,TNX
71,2016-04-20,2,18.54,0.03904812826266011,-0.19269546488778092,TNX
72,2016-04-21,2,18.7,0.008592963722831817,-0.18410250116494908,TNX
73,2016-04-22,2,18.88,0.009579636856813595,-0.1745228643081355,TNX
74,2016-04-25,2,19.02,0.007387896399889542,-0.16713496790824595,TNX
75,2016-04-26,2,19.31,0.015132039323178734,-0.1520029285850672,TNX
76,2016-04-27,2,18.6,-0.0374615157212674,-0.1894644443063346,TNX
77,2016-04-28,2,18.38,-0.011898463791614695,-0.2013629080979493,TNX
78,2016-04-29,2,18.19,-0.010391124397509976,-0.21175403249545927,TNX
79,2016-05-03,2,18.0,-0.010500234633866286,-0.22225426712932556,TNX
80,2016-05-04,2,17.84,-0.008928630744301431,-0.23118289787362697,TNX
81,2016-05-05,2,17.47,-0.020958003005898212,-0.2521409008795252,TNX
82,2016-05-06,2,17.79,0.018151377531778694,-0.23398952334774648,TNX
83,2016-05-09,2,17.6,-0.010737599633637601,-0.24472712298138408,TNX
84,2016-05-10,2,17.6,0.0,-0.24472712298138408,TNX
85,2016-05-11,2,17.37,-0.013154321791092525,-0.2578814447724766,TNX
86,2016-05-12,2,17.57,0.011448321945992126,-0.24643312282648447,TNX
87,2016-05-13,2,17.05,-0.03004269846948003,-0.2764758212959645,TNX
88,2016-05-16,2,17.53,0.027763495203617268,-0.24871232609234722,TNX
89,2016-05-17,2,17.59,0.0034168598163235838,-0.24529546627602364,TNX
90,2016-05-18,2,18.8,0.06652631108643682,-0.1787691551895868,TNX
91,2016-05-19,2,18.45,-0.018792499349367397,-0.1975616545389542,TNX
92,2016-05-20,2,18.49,0.0021656749124971644,-0.19539597962645702,TNX
93,2016-05-23,2,18.38,-0.005966928471492504,-0.20136290809794952,TNX
94,2016-05-24,2,18.59,0.011360684805811616,-0.1900022232921379,TNX
95,2016-05-25,2,18.7,0.005899722127188322,-0.18410250116494958,TNX
96,2016-05-26,2,18.23,-0.02545493516996917,-0.20955743633491875,TNX
97,2016-05-27,2,18.51,0.015242537894834603,-0.19431489844008415,TNX
98,2016-05-31,2,18.34,-0.00922665975708749,-0.20354155819717165,TNX
99,2016-06-01,2,18.46,0.006521762246387445,-0.1970197959507842,TNX
100,2016-06-02,2,18.11,-0.019141957179384154,-0.21616175313016836,TNX
101,2016-06-03,2,17.04,-0.060900750494152396,-0.2770625036243208,TNX
102,2016-06-06,2,17.23,0.011088529138668547,-0.26597397448565224,TNX
103,2016-06-07,2,17.13,-0.005820738203809838,-0.2717947126894621,TNX
104,2016-06-08,2,17.06,-0.004094770272495544,-0.27588948296195764,TNX
105,2016-06-09,2,16.8,-0.015357655654319645,-0.29124713861627727,TNX
106,2016-06-10,2,16.39,-0.02470749365347495,-0.31595463226975223,TNX
107,2016-06-13,2,16.16,-0.014132339662789078,-0.33008697193254133,TNX
108,2016-06-14,2,16.11,-0.003098855904066368,-0.3331858278366077,TNX
109,2016-06-15,2,15.96,-0.009354605167220238,-0.34254043300382797,TNX
110,2016-06-16,2,15.64,-0.020253856904497686,-0.36279428990832563,TNX
111,2016-06-17,2,16.18,0.033944176513180595,-0.328850113395145,TNX
112,2016-06-20,2,16.7,0.03163280779236371,-0.2972173056027813,TNX
113,2016-06-21,2,16.97,0.0160383598234254,-0.2811789457793559,TNX
114,2016-06-22,2,16.85,-0.007096422447764067,-0.28827536822711997,TNX
115,2016-06-23,2,17.39,0.0315446715678208,-0.25673069665929915,TNX
116,2016-06-24,2,15.79,-0.09651850009864103,-0.3532491967579402,TNX
117,2016-06-27,2,14.6,-0.07835529955325991,-0.4316044963112001,TNX
118,2016-06-28,2,14.61,0.0006846970483173846,-0.43091979926288276,TNX
119,2016-06-29,2,14.77,0.010891870780680405,-0.4200279284822024,TNX
120,2016-06-30,2,14.88,0.007419932861657403,-0.41260799562054495,TNX
121,2016-07-01,2,14.56,-0.021739986636405875,-0.4343479822569508,TNX
122,2016-07-05,2,13.67,-0.06307439203268173,-0.49742237428963254,TNX
123,2016-07-06,2,13.85,0.013081581897489385,-0.48434079239214317,TNX
124,2016-07-07,2,13.87,0.0014430016933927351,-0.48289779069875044,TNX
125,2016-07-08,2,13.66,-0.015256380184096158,-0.4981541708828466,TNX
126,2016-07-11,2,14.34,0.04858098102883035,-0.44957318985401623,TNX
127,2016-07-12,2,15.13,0.05362669262879025,-0.39594649722522596,TNX
128,2016-07-13,2,14.68,-0.030193504613895077,-0.42614000183912104,TNX
129,2016-07-14,2,15.31,0.042020186483222914,-0.3841198153558981,TNX
130,2016-07-15,2,15.94,0.04032546369247644,-0.34379435166342165,TNX
131,2016-07-18,2,15.87,-0.0044011388237513395,-0.34819549048717297,TNX
132,2016-07-19,2,15.58,-0.018442494095715488,-0.36663798458288843,TNX
133,2016-07-20,2,15.8,0.014021899590318984,-0.35261608499256947,TNX
134,2016-07-21,2,15.65,-0.009539023046758948,-0.36215510803932843,TNX
135,2016-07-22,2,15.7,0.003189795368100081,-0.35896531267122833,TNX
136,2016-07-25,2,15.71,0.0006367399132675264,-0.3583285727579608,TNX
137,2016-07-26,2,15.63,-0.005105307834144542,-0.36343388059210535,TNX
138,2016-07-27,2,15.15,-0.03119161247800717,-0.3946254930701125,TNX
139,2016-07-28,2,15.11,-0.0026437556707300243,-0.3972692487408425,TNX
140,2016-07-29,2,14.58,-0.03570604970413606,-0.43297529844497856,TNX
141,2016-08-01,2,14.96,0.02572924596581916,-0.4072460524791594,TNX
142,2016-08-02,2,15.37,0.027037585004173255,-0.38020846747498616,TNX
143,2016-08-03,2,15.42,0.003247810584679082,-0.37696065689030706,TNX
144,2016-08-04,2,15.03,-0.02561716437030033,-0.40257782126060737,TNX
145,2016-08-05,2,15.82,0.05122675857462475,-0.3513510626859826,TNX
146,2016-08-08,2,15.83,0.0006319115534130454,-0.3507191511325696,TNX
147,2016-08-09,2,15.45,-0.024297870549166333,-0.3750170216817359,TNX
148,2016-08-10,2,15.09,-0.023576730563996885,-0.3985937522457328,TNX
149,2016-08-11,2,15.73,0.04153744429042902,-0.35705630795530374,TNX
150,2016-08-12,2,15.15,-0.037569185114808265,-0.394625493070112,TNX
151,2016-08-15,2,15.53,0.024773105205217503,-0.3698523878648945,TNX
152,2016-08-16,2,15.76,0.0147014472691374,-0.3551509405957571,TNX
153,2016-08-17,2,15.61,-0.009563349902392385,-0.36471429049814946,TNX
154,2016-08-18,2,15.36,-0.016145006807814537,-0.380859297305964,TNX
155,2016-08-19,2,15.78,0.026976587698202076,-0.3538827096077619,TNX
156,2016-08-22,2,15.39,-0.02502536756694026,-0.37890807717470215,TNX
157,2016-08-23,2,15.53,0.009055689309807734,-0.36985238786489444,TNX
158,2016-08-24,2,15.59,0.0038560459090895166,-0.36599634195580494,TNX
159,2016-08-25,2,15.77,0.011479717905261913,-0.354516624050543,TNX
160,2016-08-26,2,16.35,0.036118496368315545,-0.31839812768222747,TNX
161,2016-08-30,2,15.7,-0.04056718498900016,-0.3589653126712276,TNX
162,2016-08-31,2,15.68,-0.001274697432000584,-0.3602400101032282,TNX
163,2016-09-01,2,15.7,0.0012746974320005163,-0.35896531267122767,TNX
